Transaction_ID,Transaction_Date,Transaction_Time,Customer_ID,Customer_Name,Customer_Email,Customer_Age_Group,Customer_Gender,Customer_Type,Lifetime_Orders,Shipping_State,Shipping_State_Name,Shipping_City,Shipping_Zip,Product_SKU,Product_Name,Product_Category,Product_Brand,Product_Rating,Product_Reviews,Quantity,Original_Price,Discount_Percent,Unit_Price,Subtotal,Tax_Rate_Percent,Tax_Amount,Shipping_Cost,Total_Amount,Cost_Per_Unit,Total_Cost,Gross_Profit,Profit_Margin_Percent,Payment_Method,Payment_Status,Order_Status,Shipping_Method,Shipping_Carrier,Delivery_Days_Estimated,Delivery_Days_Actual,On_Time_Delivery,Device_Type,Browser,Operating_System,Traffic_Source,Campaign_Name,Coupon_Code,Is_Gift,Warehouse_Location,Return_Requested,Return_Reason,Customer_Rating,Review_Submitted,NPS_Score,Session_Duration_Seconds,Pages_Viewed,Cart_Abandonment_Count,Days_Since_Last_Purchase,Fiscal_Quarter,Fiscal_Year,Day_Of_Week,Is_Weekend,Hour_Of_Day
TXN-1000424,2023-01-17,21:41:17,C982435,Angela Castillo,acastillo2@protonmail.com,35-44,Male,VIP,13,NC,North Carolina,Philadelphia,13542,SKU18644,REI Co-op Flash 55 Pack,Sports & Outdoors,REI,5.0,1083,2,199.0,0,199.0,398.0,9.54,37.98,0.0,435.98,132.17,264.34,171.64,39.37,Visa,Completed,Delivered,Standard Shipping,Amazon Logistics,5,2,True,Desktop,Firefox,iOS,Paid Search,,,False,East Coast DC,False,,,False,,172,13,1,10,Q1,2023,Tuesday,False,23
TXN-1000425,2023-08-02,20:34:52,C887535,Amy Lewis,amyl36@yahoo.com,18-24,Male,VIP,8,MO,Missouri,Chicago,94103,SKU60085,DJI Mini 4 Pro,Electronics,DJI,4.0,4953,1,759.0,15,645.15,645.15,8.62,55.63,0.0,700.78,394.53,394.53,306.25,43.7,American Express,Pending,Processing,Standard Shipping,Amazon Logistics,2,7,True,Mobile,Safari,Windows,Direct,,SAVE15,True,Central DC,False,,3.0,False,,104,13,3,159,Q3,2023,Wednesday,False,19
TXN-1000426,2023-09-04,12:47:16,C316633,Lisa Reyes,lisar52@protonmail.com,25-34,Male,Returning,20,CA,California,Denver,23151,SKU16378,Apple Watch Band Sport,Fashion,Apple,4.2,4384,1,49.0,20,39.2,39.2,5.97,2.34,10.03,51.57,33.18,33.18,8.36,16.21,Mastercard,Pending,Cancelled,2-Day Shipping,USPS,2,3,True,Desktop,Edge,Windows,Referral,,SAVE20,True,West Coast DC,False,,,True,10.0,583,17,0,68,Q3,2023,Monday,False,20
TXN-1000427,2023-02-16,07:19:50,C420518,Janet Morris,janet_morris34@hotmail.com,25-34,Female,Returning,42,GA,Georgia,San Antonio,41666,SKU11889,Xbox Series X,Electronics,Xbox,4.8,4830,2,499.0,0,499.0,998.0,5.78,57.7,0.0,1055.7,263.85,527.7,528.0,50.01,Klarna,Completed,Shipped,Express Shipping,USPS,7,10,True,Tablet,Mobile App,Windows,Paid Search,,,False,West Coast DC,False,,2.0,True,3.0,1066,7,0,43,Q1,2023,Thursday,False,7
TXN-1000428,2023-05-07,13:24:01,C437342,Samuel White,samuel_white64@hotmail.com,65+,Female,New,2,CA,California,Seattle,16852,SKU91622,Theragun Pro,Sports & Outdoors,Theragun,3.7,898,3,599.0,5,569.05,1707.15,9.39,160.25,0.0,1867.4,391.05,1173.15,694.25,37.18,PayPal,Completed,Returned,Free Shipping,DHL,2,4,True,Tablet,Mobile App,macOS,Social Media,,SAVE5,False,Southern DC,True,,,False,,837,5,2,153,Q2,2023,Sunday,True,20
TXN-1000429,2023-10-04,17:52:43,C749404,Jessica Kim,jessicak38@gmail.com,25-34,Male,VIP,9,LA,Louisiana,Portland,84336,SKU22031,Tumi Alpha Backpack,Fashion,Tumi,4.0,1175,1,495.0,0,495.0,495.0,5.58,27.64,0.0,522.64,339.14,339.14,183.5,35.11,American Express,Pending,Shipped,2-Day Shipping,USPS,3,6,False,Desktop,Safari,macOS,Referral,Refer a Friend Bonus,,False,Central DC,False,,,False,,723,14,1,89,Q4,2023,Wednesday,False,22
TXN-1000430,2023-02-23,18:19:08,C387098,Nancy James,njames61@protonmail.com,25-34,Female,New,26,PA,Pennsylvania,Las Vegas,43957,SKU70177,Callaway Paradym Irons,Sports & Outdoors,Callaway,4.8,2019,1,1399.99,20,1119.99,1119.99,6.32,70.82,0.0,1190.81,733.23,733.23,457.58,38.43,Google Pay,Pending,Cancelled,Express Shipping,FedEx,3,9,True,Mobile,Chrome,macOS,Email,,SAVE20,True,Southern DC,True,,,False,,717,16,2,12,Q1,2023,Thursday,False,14
TXN-1000431,2023-12-13,18:12:32,C274656,Matthew Gray,matthewg28@icloud.com,18-24,Female,New,1,PA,Pennsylvania,San Diego,49138,SKU34615,Microsoft Surface Pro 9,Electronics,Microsoft,4.3,4883,2,999.0,0,999.0,1998.0,9.7,193.77,0.0,2191.77,696.04,1392.08,799.69,36.49,Visa,Completed,Returned,Free Shipping,DHL,4,5,True,Tablet,Firefox,macOS,Referral,Cyber Monday Special,,False,West Coast DC,False,,5.0,False,6.0,273,6,2,120,Q4,2023,Wednesday,False,20
TXN-1000432,2023-04-01,15:59:52,C102678,Donald Edwards,donaldedwards47@yahoo.com,25-34,Other,VIP,37,VA,Virginia,Jacksonville,49777,SKU51646,Microsoft Surface Laptop 5,Computers,Microsoft,4.1,1643,3,999.0,15,849.15,2547.45,6.5,165.53,0.0,2712.98,672.17,2016.51,696.47,25.67,Klarna,Completed,Processing,Express Shipping,Amazon Logistics,3,7,True,Desktop,Mobile App,macOS,Direct,Black Friday Deals,SAVE15,False,West Coast DC,False,,,False,,393,20,2,103,Q2,2023,Saturday,True,11
TXN-1000433,2023-12-30,22:46:09,C538983,Elizabeth Clark,elizabeth_clark55@gmail.com,45-54,Other,New,28,MN,Minnesota,San Francisco,34984,SKU71569,YETI Tundra 45 Cooler,Sports & Outdoors,YETI,4.3,1084,1,325.0,10,292.5,292.5,5.04,14.74,0.0,307.24,209.64,209.64,97.6,31.77,American Express,Pending,Cancelled,Express Shipping,Amazon Logistics,2,2,True,Mobile,Edge,Android,Organic Search,,SAVE10,False,West Coast DC,False,,,False,,875,8,3,135,Q4,2023,Saturday,True,21
TXN-1000434,2023-11-03,21:32:08,C492647,Michelle Morris,michelle.morris40@outlook.com,55-64,Other,Returning,3,LA,Louisiana,Dallas,88650,SKU50403,Patagonia Better Sweater,Fashion,Patagonia,4.3,4023,3,139.0,0,139.0,417.0,8.62,35.94,0.0,452.94,79.35,238.05,214.89,47.44,Mastercard,Completed,Delivered,Express Shipping,FedEx,3,9,False,Desktop,Chrome,Android,Organic Search,,,True,Southern DC,False,,,False,,671,9,2,98,Q4,2023,Friday,False,16
TXN-1000435,2023-05-13,22:59:36,C312201,Brandon Gomez,bgomez86@hotmail.com,18-24,Other,New,31,AL,Alabama,Houston,24192,SKU36385,Patagonia Better Sweater,Fashion,Patagonia,3.9,2069,1,139.0,5,132.05,132.05,9.51,12.55,0.0,144.6,77.96,77.96,66.64,46.09,Visa,Completed,Processing,2-Day Shipping,UPS,6,10,True,Tablet,Safari,iOS,Direct,,SAVE5,False,East Coast DC,False,,2.0,False,,255,13,0,64,Q2,2023,Saturday,True,9
TXN-1000436,2023-01-20,17:12:46,C511546,Timothy Diaz,tdiaz53@gmail.com,35-44,Female,VIP,12,GA,Georgia,Charlotte,70734,SKU51634,Theragun Pro,Sports & Outdoors,Theragun,4.6,2153,1,599.0,5,569.05,569.05,9.31,52.96,0.0,622.01,391.33,391.33,230.68,37.09,Visa,Refunded,Delivered,Next Day,FedEx,7,2,True,Mobile,Firefox,iOS,Direct,,SAVE5,False,Southern DC,False,,5.0,False,,848,11,2,113,Q1,2023,Friday,False,17
TXN-1000437,2023-11-06,20:21:14,C226310,Anna Brown,annabrown76@protonmail.com,45-54,Female,New,15,NY,New York,Houston,75582,SKU49485,Callaway Paradym Irons,Sports & Outdoors,Callaway,3.8,2903,1,1399.99,5,1329.99,1329.99,9.57,127.31,0.0,1457.3,760.5,760.5,696.8,47.81,PayPal,Pending,Processing,Free Shipping,USPS,7,2,True,Mobile,Safari,Android,Organic Search,,SAVE5,False,East Coast DC,False,Not as Expected,4.0,False,,160,9,2,171,Q4,2023,Monday,False,18
TXN-1000438,2023-06-18,15:31:19,C168133,Cynthia Garcia,cynthia.garcia56@protonmail.com,45-54,Male,New,36,WI,Wisconsin,Charlotte,69346,SKU21284,NordicTrack Commercial 1750,Sports & Outdoors,NordicTrack,4.0,2861,1,1799.0,0,1799.0,1799.0,6.63,119.19,0.0,1918.19,1090.75,1090.75,827.44,43.14,PayPal,Completed,Delivered,Next Day,USPS,5,4,True,Mobile,Chrome,macOS,Referral,,,False,Central DC,False,,1.0,False,,537,12,2,70,Q2,2023,Sunday,True,17
TXN-1000439,2023-08-26,18:49:53,C736314,Debra Alvarez,debra.alvarez92@protonmail.com,35-44,Other,Returning,18,MI,Michigan,San Diego,42959,SKU62714,Samsung Galaxy Tab S9,Electronics,Samsung,5.0,1584,3,849.99,0,849.99,2549.97,9.42,240.13,0.0,2790.1,578.47,1735.41,1054.69,37.8,Klarna,Completed,Processing,Standard Shipping,Amazon Logistics,7,6,True,Desktop,Chrome,Windows,Social Media,First Purchase Discount,,False,Central DC,False,Not as Expected,3.0,False,,851,17,0,0,Q3,2023,Saturday,True,8
TXN-1000440,2023-06-06,07:33:54,C131825,Carol King,cking40@outlook.com,25-34,Female,New,28,TN,Tennessee,Columbus,17973,SKU94938,Samsung Galaxy Tab S9,Electronics,Samsung,3.9,2777,3,849.99,10,764.99,2294.97,7.28,167.12,0.0,2462.09,472.88,1418.64,1043.45,42.38,Klarna,Refunded,Delivered,Next Day,DHL,4,8,False,Desktop,Chrome,macOS,Referral,,SAVE10,False,East Coast DC,False,,,False,,526,17,2,159,Q2,2023,Tuesday,False,23
TXN-1000441,2023-03-19,08:20:45,C278025,Matthew Hill,matthewh73@yahoo.com,65+,Male,New,45,WI,Wisconsin,Atlanta,56085,SKU62328,Theragun Pro,Sports & Outdoors,Theragun,3.8,2246,2,599.0,5,569.05,1138.1,6.99,79.51,0.0,1217.61,392.46,784.92,432.69,35.54,American Express,Completed,Cancelled,Standard Shipping,FedEx,4,9,True,Desktop,Edge,Windows,Direct,,SAVE5,False,Southern DC,True,,4.0,True,5.0,665,3,3,110,Q1,2023,Sunday,True,23
TXN-1000442,2023-10-24,22:52:48,C693727,Edward Castillo,edward_castillo34@gmail.com,35-44,Other,VIP,7,MI,Michigan,New York,68220,SKU96569,Coach Leather Tote,Fashion,Coach,4.4,4004,2,395.0,10,355.5,711.0,9.67,68.72,0.0,779.72,226.46,452.92,326.8,41.91,Mastercard,Pending,Cancelled,2-Day Shipping,UPS,5,4,True,Mobile,Safari,Android,Social Media,,SAVE10,False,West Coast DC,True,,3.0,False,7.0,170,7,1,87,Q4,2023,Tuesday,False,9
TXN-1000443,2023-03-21,18:05:07,C583418,Donna Scott,donna_scott9@protonmail.com,18-24,Male,VIP,40,MI,Michigan,Portland,78354,SKU13853,Patagonia Better Sweater,Fashion,Patagonia,3.6,104,1,139.0,0,139.0,139.0,5.3,7.37,0.0,146.37,96.28,96.28,50.09,34.22,PayPal,Refunded,Processing,Next Day,FedEx,7,5,False,Desktop,Edge,Windows,Direct,Limited Time Offer,,False,Central DC,False,,2.0,True,,1141,11,2,148,Q1,2023,Tuesday,False,20
TXN-1000444,2023-05-09,21:46:30,C289573,Edward Parker,edward.parker2@icloud.com,45-54,Other,New,28,TX,Texas,Fort Worth,81757,SKU54895,DJI Mini 4 Pro,Electronics,DJI,4.0,798,1,759.0,0,759.0,759.0,6.82,51.75,0.0,810.75,430.62,430.62,380.13,46.89,Visa,Completed,Delivered,2-Day Shipping,USPS,6,10,True,Desktop,Firefox,Android,Social Media,,,True,East Coast DC,False,,,True,8.0,609,18,3,2,Q2,2023,Tuesday,False,9
TXN-1000445,2023-07-17,11:47:24,C552463,Mark Long,marklong25@yahoo.com,45-54,Female,VIP,40,CA,California,Los Angeles,82971,SKU42070,Apple Mac Studio,Computers,Apple,4.9,418,3,1999.0,0,1999.0,5997.0,7.95,476.91,0.0,6473.91,1258.46,3775.38,2698.53,41.68,PayPal,Refunded,Processing,Standard Shipping,DHL,2,4,False,Desktop,Chrome,iOS,Referral,,,False,West Coast DC,False,,,False,7.0,1170,5,3,128,Q3,2023,Monday,False,12
TXN-1000446,2023-08-20,20:41:26,C540668,Matthew Moore,matthew.moore36@gmail.com,55-64,Male,Returning,41,MA,Massachusetts,Las Vegas,15715,SKU78247,HP Spectre x360 16,Computers,HP,3.6,1701,1,1649.0,0,1649.0,1649.0,8.23,135.77,0.0,1784.77,1085.97,1085.97,698.8,39.15,American Express,Completed,Cancelled,Express Shipping,DHL,2,7,True,Desktop,Mobile App,iOS,Social Media,,,False,East Coast DC,False,,,False,,398,20,2,12,Q3,2023,Sunday,True,8
TXN-1000447,2023-09-06,11:54:10,C743025,Anna Nelson,anelson29@gmail.com,65+,Female,VIP,39,TN,Tennessee,Philadelphia,39094,SKU63122,Ninja Foodi 14-in-1,Home & Kitchen,Ninja,4.9,881,3,229.99,0,229.99,689.97,7.88,54.35,0.0,744.32,140.0,420.0,324.32,43.57,Visa,Completed,Processing,Standard Shipping,DHL,2,5,True,Tablet,Firefox,Android,Paid Search,,,False,East Coast DC,False,,,False,,923,19,3,132,Q3,2023,Wednesday,False,21
TXN-1000448,2023-04-20,06:04:55,C456259,Dennis Castillo,dcastillo26@yahoo.com,45-54,Male,Returning,21,CO,Colorado,San Francisco,27225,SKU61405,GoPro Hero 12 Black,Electronics,GoPro,4.2,4883,2,399.0,10,359.1,718.2,9.14,65.67,0.0,783.87,269.29,538.58,245.29,31.29,American Express,Completed,Delivered,2-Day Shipping,UPS,7,9,True,Mobile,Firefox,Windows,Paid Search,VIP Member Exclusive,SAVE10,False,Central DC,False,,2.0,False,6.0,151,3,1,18,Q2,2023,Thursday,False,20
TXN-1000449,2023-11-29,06:33:58,C345568,Mark Lewis,mark_lewis7@protonmail.com,65+,Female,New,9,VA,Virginia,Jacksonville,78197,SKU15073,Samsung Galaxy Tab S9,Electronics,Samsung,4.2,4900,2,849.99,0,849.99,1699.98,9.58,162.88,0.0,1862.86,573.87,1147.74,715.12,38.39,Apple Pay,Pending,Returned,Express Shipping,USPS,3,3,True,Tablet,Mobile App,macOS,Email,,,False,East Coast DC,False,,4.0,False,,415,9,1,11,Q4,2023,Wednesday,False,14
TXN-1000450,2023-04-24,06:42:31,C898759,James Mitchell,jamesm97@yahoo.com,65+,Male,VIP,9,IN,Indiana,Chicago,27180,SKU76264,Ray-Ban Aviator Classic,Fashion,Ray-Ban,4.7,2957,2,163.0,0,163.0,326.0,8.61,28.08,0.0,354.08,94.04,188.08,166.0,46.88,Mastercard,Refunded,Processing,Next Day,FedEx,7,7,True,Desktop,Chrome,Windows,Paid Search,Summer Sale 2024,,True,East Coast DC,False,,,False,4.0,223,4,3,157,Q2,2023,Monday,False,10
TXN-1000451,2023-03-23,09:48:28,C209215,Jason Young,jason_young70@yahoo.com,65+,Male,New,24,MA,Massachusetts,San Francisco,62800,SKU24125,Apple iPhone 15 Pro Max,Electronics,Apple,4.2,2741,3,1199.0,5,1139.05,3417.15,5.18,177.09,0.0,3594.24,658.18,1974.54,1619.7,45.06,Google Pay,Refunded,Cancelled,Next Day,FedEx,6,9,False,Mobile,Safari,Android,Social Media,,SAVE5,True,West Coast DC,True,,,False,5.0,1168,10,0,61,Q1,2023,Thursday,False,7
TXN-1000452,2023-02-12,15:41:45,C498911,George Chavez,george.chavez65@icloud.com,25-34,Male,Returning,7,OH,Ohio,Fort Worth,98578,SKU38654,HP Spectre x360 16,Computers,HP,3.5,4986,2,1649.0,10,1484.1,2968.2,9.31,276.26,0.0,3244.46,1000.62,2001.24,1243.22,38.32,PayPal,Refunded,Processing,Next Day,UPS,5,5,True,Desktop,Chrome,Android,Organic Search,Summer Sale 2024,SAVE10,False,West Coast DC,False,,,False,0.0,733,8,2,157,Q1,2023,Sunday,True,9
TXN-1000453,2023-04-10,21:23:20,C521947,Pamela Reyes,pamelareyes13@icloud.com,55-64,Male,Returning,31,FL,Florida,Dallas,72647,SKU99271,Microsoft Surface Pro 9,Electronics,Microsoft,4.7,4660,1,999.0,0,999.0,999.0,5.0,49.96,0.0,1048.96,645.42,645.42,403.54,38.47,Mastercard,Completed,Delivered,Express Shipping,USPS,2,8,True,Mobile,Safari,Android,Email,,,True,Southern DC,False,,5.0,False,,755,15,1,55,Q2,2023,Monday,False,7
TXN-1000454,2023-09-16,07:15:21,C813260,Elizabeth Ruiz,elizabeth.ruiz14@gmail.com,45-54,Male,VIP,12,VA,Virginia,Philadelphia,75046,SKU89026,"MacBook Air 15"" M3",Computers,MacBook,3.9,2690,1,1299.0,20,1039.2,1039.2,6.26,65.03,0.0,1104.23,744.92,744.92,359.31,32.54,Klarna,Completed,Delivered,Standard Shipping,FedEx,7,5,True,Tablet,Firefox,Windows,Referral,Limited Time Offer,SAVE20,True,East Coast DC,False,,1.0,False,,1198,20,0,41,Q3,2023,Saturday,True,10
TXN-1000455,2023-10-15,13:24:37,C989695,Steven Robinson,steven.robinson29@protonmail.com,18-24,Female,VIP,42,WA,Washington,Portland,87692,SKU42675,Osprey Atmos AG 65,Sports & Outdoors,Osprey,4.5,4662,1,320.0,10,288.0,288.0,8.32,23.95,0.0,311.95,208.86,208.86,103.09,33.05,Mastercard,Completed,Delivered,Standard Shipping,DHL,3,4,True,Desktop,Firefox,Android,Organic Search,Back to School,SAVE10,False,Southern DC,True,,2.0,False,,1133,18,0,179,Q4,2023,Sunday,True,12
TXN-1000456,2023-06-03,23:40:09,C882558,Betty Thompson,bettythompson55@protonmail.com,35-44,Other,New,18,MA,Massachusetts,Dallas,92730,SKU41603,YETI Tundra 45 Cooler,Sports & Outdoors,YETI,4.6,979,2,325.0,10,292.5,585.0,5.62,32.85,0.0,617.85,186.46,372.92,244.93,39.64,PayPal,Pending,Shipped,2-Day Shipping,USPS,7,6,True,Desktop,Mobile App,iOS,Organic Search,Spring Collection Launch,SAVE10,False,East Coast DC,False,Wrong Size,3.0,True,,1086,9,3,46,Q2,2023,Saturday,True,20
TXN-1000457,2023-09-26,06:45:52,C376601,Charles Reed,charlesr67@icloud.com,65+,Male,VIP,15,PA,Pennsylvania,Jacksonville,52711,SKU68653,Samsung Galaxy Tab S9,Electronics,Samsung,4.4,321,2,849.99,10,764.99,1529.98,7.57,115.81,0.0,1645.79,431.51,863.02,782.77,47.56,Mastercard,Completed,Delivered,Standard Shipping,DHL,2,6,True,Tablet,Safari,Windows,Referral,Summer Sale 2024,SAVE10,False,East Coast DC,False,,1.0,False,,780,13,1,47,Q3,2023,Tuesday,False,14
TXN-1000458,2023-02-03,09:13:09,C399346,Catherine Jackson,catherinej46@hotmail.com,18-24,Male,Returning,26,TX,Texas,Phoenix,73844,SKU29741,Patagonia Better Sweater,Fashion,Patagonia,4.4,4920,3,139.0,5,132.05,396.15,5.26,20.82,0.0,416.97,74.87,224.61,192.36,46.13,Google Pay,Refunded,Returned,Express Shipping,DHL,3,10,True,Mobile,Chrome,macOS,Paid Search,,SAVE5,False,East Coast DC,False,,2.0,False,7.0,882,8,0,21,Q1,2023,Friday,False,21
TXN-1000459,2023-02-10,19:23:40,C405890,David Torres,david_torres49@protonmail.com,18-24,Other,Returning,32,IL,Illinois,Charlotte,72647,SKU38046,Dyson Purifier Hot+Cool,Home & Kitchen,Dyson,3.9,2955,2,569.99,0,569.99,1139.98,6.1,69.57,0.0,1209.55,382.77,765.54,444.01,36.71,Mastercard,Pending,Returned,Express Shipping,FedEx,2,7,True,Mobile,Chrome,iOS,Paid Search,First Purchase Discount,,False,East Coast DC,False,,2.0,True,,819,6,3,62,Q1,2023,Friday,False,19
TXN-1000460,2023-11-28,08:33:14,C569023,Shirley Taylor,staylor14@yahoo.com,45-54,Other,Returning,12,WI,Wisconsin,Chicago,13454,SKU32411,REI Co-op Flash 55 Pack,Sports & Outdoors,REI,3.6,2474,1,199.0,20,159.2,159.2,9.83,15.65,0.0,174.85,123.59,123.59,51.26,29.32,PayPal,Refunded,Shipped,Standard Shipping,FedEx,5,4,True,Desktop,Chrome,macOS,Social Media,,SAVE20,False,Central DC,False,,,False,,556,6,3,6,Q4,2023,Tuesday,False,14
TXN-1000461,2023-10-23,08:32:06,C472365,Susan Ross,susanr23@outlook.com,18-24,Male,Returning,17,WA,Washington,Miami,81281,SKU86108,Sony WH-1000XM5 Headphones,Electronics,Sony,3.5,2779,2,349.99,15,297.49,594.98,7.56,45.0,0.0,639.98,240.72,481.44,158.54,24.77,PayPal,Completed,Cancelled,Standard Shipping,FedEx,2,10,True,Tablet,Firefox,Windows,Social Media,,SAVE15,False,Southern DC,True,,,False,7.0,318,6,1,153,Q4,2023,Monday,False,21
TXN-1000462,2023-10-27,07:07:32,C338554,Kevin Morgan,kevin_morgan68@icloud.com,65+,Other,New,43,MA,Massachusetts,Charlotte,63917,SKU41659,Adidas Ultraboost 23,Fashion,Adidas,4.7,4462,3,190.0,15,161.5,484.5,8.8,42.63,0.0,527.13,98.7,296.1,231.03,43.83,Google Pay,Completed,Delivered,Express Shipping,FedEx,6,5,True,Tablet,Chrome,Windows,Referral,,SAVE15,False,Central DC,True,,3.0,False,9.0,561,17,0,163,Q4,2023,Friday,False,16
TXN-1000463,2023-03-12,19:50:10,C285696,Betty Murphy,betty.murphy93@gmail.com,55-64,Other,VIP,15,NY,New York,Miami,28672,SKU90967,New Balance 990v6,Fashion,New,3.5,2143,1,199.99,0,199.99,199.99,5.25,10.5,0.0,210.49,132.47,132.47,78.02,37.07,PayPal,Pending,Shipped,2-Day Shipping,DHL,5,6,True,Mobile,Safari,macOS,Social Media,,,False,Central DC,False,,2.0,False,7.0,977,5,1,44,Q1,2023,Sunday,True,12
TXN-1000464,2023-09-04,10:54:48,C463247,Elizabeth Alvarez,elizabetha80@hotmail.com,35-44,Male,VIP,17,WI,Wisconsin,Denver,23367,SKU69599,Hydro Flask 32oz,Sports & Outdoors,Hydro,4.1,1788,2,44.95,0,44.95,89.9,8.34,7.5,0.0,97.4,29.27,58.54,38.86,39.9,Klarna,Refunded,Delivered,Standard Shipping,DHL,2,4,True,Mobile,Mobile App,Android,Social Media,,,False,Southern DC,False,,3.0,True,6.0,240,16,1,146,Q3,2023,Monday,False,13
TXN-1000465,2023-06-25,16:22:02,C276379,Stephanie Wilson,stephanie.wilson44@gmail.com,18-24,Female,Returning,10,WA,Washington,Boston,76183,SKU93983,Samsung Galaxy S24 Ultra,Electronics,Samsung,4.3,2028,1,1299.0,0,1299.0,1299.0,7.93,103.06,0.0,1402.06,740.96,740.96,661.1,47.15,Visa,Completed,Returned,2-Day Shipping,USPS,5,6,True,Desktop,Safari,Android,Organic Search,Limited Time Offer,,True,East Coast DC,True,,5.0,False,,518,10,0,161,Q2,2023,Sunday,True,15
TXN-1000466,2023-08-07,23:41:45,C287424,Joshua Edwards,jedwards14@hotmail.com,25-34,Other,Returning,32,MN,Minnesota,Seattle,80628,SKU44835,Apple AirPods Pro 2,Electronics,Apple,4.9,1243,3,249.0,0,249.0,747.0,8.16,60.97,0.0,807.97,126.37,379.11,428.86,53.08,American Express,Pending,Delivered,Express Shipping,FedEx,6,6,True,Tablet,Edge,iOS,Social Media,,,False,Central DC,False,,2.0,True,,139,7,1,177,Q3,2023,Monday,False,19
TXN-1000467,2023-05-06,10:52:46,C712553,Brandon Bennett,brandonb77@yahoo.com,45-54,Female,VIP,23,NY,New York,Jacksonville,72446,SKU70346,iRobot Roomba j9+,Home & Kitchen,iRobot,4.3,3397,2,899.0,10,809.1,1618.2,5.98,96.81,0.0,1715.01,605.58,1211.16,503.85,29.38,Visa,Completed,Shipped,Standard Shipping,DHL,2,8,True,Mobile,Chrome,macOS,Organic Search,,SAVE10,True,West Coast DC,False,,2.0,True,,633,14,3,60,Q2,2023,Saturday,True,10
TXN-1000468,2023-04-06,23:09:34,C159729,Jacob Phillips,jacobphillips93@icloud.com,25-34,Female,VIP,30,AZ,Arizona,Phoenix,61446,SKU98913,ASUS ROG Zephyrus G14,Computers,ASUS,4.1,4357,2,1599.0,20,1279.2,2558.4,9.32,238.48,0.0,2796.88,817.94,1635.88,1161.0,41.51,Apple Pay,Completed,Returned,Free Shipping,Amazon Logistics,4,10,True,Tablet,Edge,macOS,Organic Search,Bundle & Save,SAVE20,True,Central DC,False,,4.0,False,2.0,123,3,3,161,Q2,2023,Thursday,False,21
TXN-1000469,2023-07-11,14:57:40,C999584,Christine Mitchell,christine.mitchell88@yahoo.com,25-34,Other,New,36,MN,Minnesota,Jacksonville,57578,SKU51532,Razer Blade 15,Computers,Razer,4.6,3308,2,2499.0,5,2374.05,4748.1,5.94,282.21,0.0,5030.31,1289.48,2578.96,2451.35,48.73,Klarna,Completed,Shipped,2-Day Shipping,Amazon Logistics,7,2,True,Tablet,Edge,Windows,Direct,,SAVE5,False,Central DC,False,,3.0,False,6.0,588,6,0,3,Q3,2023,Tuesday,False,13
TXN-1000470,2023-12-11,20:08:58,C111046,Gary Jimenez,gary_jimenez36@icloud.com,18-24,Male,VIP,27,MD,Maryland,San Jose,46505,SKU55745,Nintendo Switch OLED,Electronics,Nintendo,4.6,4846,3,349.0,0,349.0,1047.0,7.56,79.1,0.0,1126.1,208.67,626.01,500.09,44.41,Mastercard,Refunded,Shipped,Free Shipping,FedEx,6,9,True,Mobile,Safari,iOS,Organic Search,Customer Appreciation Day,,True,Central DC,False,,3.0,False,,395,12,2,119,Q4,2023,Monday,False,6
TXN-1000471,2023-07-01,19:01:13,C123288,Matthew Scott,matthew_scott47@hotmail.com,35-44,Other,Returning,22,MI,Michigan,San Diego,42970,SKU66132,Fitbit Charge 6,Electronics,Fitbit,3.9,3695,1,159.95,15,135.96,135.96,5.47,7.43,0.0,143.39,96.56,96.56,46.83,32.66,Klarna,Refunded,Shipped,Express Shipping,USPS,4,2,False,Desktop,Firefox,macOS,Email,Customer Appreciation Day,SAVE15,False,Central DC,False,,4.0,False,6.0,789,10,3,102,Q3,2023,Saturday,True,8
TXN-1000472,2023-08-13,22:55:39,C514074,Susan Sanders,susan.sanders87@outlook.com,55-64,Male,VIP,26,AZ,Arizona,Miami,68812,SKU60088,DJI Mini 4 Pro,Electronics,DJI,4.1,2738,2,759.0,0,759.0,1518.0,8.15,123.77,0.0,1641.77,454.34,908.68,733.09,44.65,Klarna,Refunded,Cancelled,Free Shipping,FedEx,6,7,True,Mobile,Firefox,Android,Organic Search,Early Bird Special,,False,East Coast DC,False,,3.0,False,,764,13,2,119,Q3,2023,Sunday,True,22
TXN-1000473,2023-09-28,17:23:39,C522755,Katherine Nelson,katherine_nelson51@icloud.com,35-44,Other,VIP,33,FL,Florida,Houston,18547,SKU92903,Google Pixel 8 Pro,Electronics,Google,4.9,1952,3,999.0,10,899.1,2697.3,8.67,233.87,0.0,2931.17,514.26,1542.78,1388.39,47.37,American Express,Completed,Shipped,2-Day Shipping,FedEx,6,3,True,Tablet,Firefox,iOS,Social Media,Bundle & Save,SAVE10,False,East Coast DC,True,,5.0,False,,181,5,0,14,Q3,2023,Thursday,False,17
